date,name,value
2004-07-01,Diseases of the musculoskeletal system and connective tissue,18
2004-07-01,Diseases of the genitourinary system,62
2004-07-01,"Pregnancy, childbirth and the puerperium",2
2004-07-01,Certain conditions originating in the perinatal period,37
2004-07-01,"Congenital malformations, deformations and chromosomal abnormalities",25
2004-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",30
2004-07-01,External causes of morbidity and mortality,293
2004-08-01,Certain infectious and parasitic diseases,92
2004-08-01,Neoplasms,936
2004-08-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,13
2004-08-01,"Endocrine, nutritional and metabolic diseases",130
2004-08-01,Mental and behavioural disorders,67
2004-08-01,Diseases of the nervous system,102
2004-08-01,Diseases of the circulatory system,1068
2004-08-01,Diseases of the respiratory system,220
2004-08-01,Diseases of the digestive system,94
2004-08-01,Diseases of the skin and subcutaneous tissue,4
2004-08-01,Diseases of the musculoskeletal system and connective tissue,11
2004-08-01,Diseases of the genitourinary system,68
2004-08-01,"Pregnancy, childbirth and the puerperium",1
2004-08-01,Certain conditions originating in the perinatal period,25
2004-08-01,"Congenital malformations, deformations and chromosomal abnormalities",15
2004-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",38
2004-08-01,External causes of morbidity and mortality,294
2004-09-01,Certain infectious and parasitic diseases,74
2004-09-01,Neoplasms,942
2004-09-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,9
2004-09-01,"Endocrine, nutritional and metabolic diseases",123
2004-09-01,Mental and behavioural disorders,40
2004-09-01,Diseases of the nervous system,92
2004-09-01,Diseases of the circulatory system,1116
2004-09-01,Diseases of the respiratory system,186
2004-09-01,Diseases of the digestive system,85
2004-09-01,Diseases of the skin and subcutaneous tissue,5
2004-09-01,Diseases of the musculoskeletal system and connective tissue,19
2004-09-01,Diseases of the genitourinary system,71
2004-09-01,"Pregnancy, childbirth and the puerperium",4
2004-09-01,Certain conditions originating in the perinatal period,46
2004-09-01,"Congenital malformations, deformations and chromosomal abnormalities",25
2004-09-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",32
2004-09-01,External causes of morbidity and mortality,252
2004-10-01,Certain infectious and parasitic diseases,89
2004-10-01,Neoplasms,942
2004-10-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,18
2004-10-01,"Endocrine, nutritional and metabolic diseases",149
2004-10-01,Mental and behavioural disorders,45
2004-10-01,Diseases of the nervous system,100
2004-10-01,Diseases of the circulatory system,1202
2004-10-01,Diseases of the respiratory system,242
2004-10-01,Diseases of the digestive system,107
2004-10-01,Diseases of the skin and subcutaneous tissue,2
2004-10-01,Diseases of the musculoskeletal system and connective tissue,23
2004-10-01,Diseases of the genitourinary system,82
2004-10-01,"Pregnancy, childbirth and the puerperium",4
2004-10-01,Certain conditions originating in the perinatal period,53
2004-10-01,"Congenital malformations, deformations and chromosomal abnormalities",25
2004-10-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",33
2004-10-01,External causes of morbidity and mortality,299
2004-11-01,Certain infectious and parasitic diseases,105
2004-11-01,Neoplasms,885
2004-11-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,10
2004-11-01,"Endocrine, nutritional and metabolic diseases",168
2004-11-01,Mental and behavioural disorders,53
2004-11-01,Diseases of the nervous system,92
2004-11-01,Diseases of the circulatory system,1172
2004-11-01,Diseases of the respiratory system,247
2004-11-01,Diseases of the digestive system,81
2004-11-01,Diseases of the skin and subcutaneous tissue,7
2004-11-01,Diseases of the musculoskeletal system and connective tissue,26
2004-11-01,Diseases of the genitourinary system,74
2004-11-01,"Pregnancy, childbirth and the puerperium",1
2004-11-01,Certain conditions originating in the perinatal period,29
2004-11-01,"Congenital malformations, deformations and chromosomal abnormalities",23
2004-11-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",28
2004-11-01,External causes of morbidity and mortality,243
2004-12-01,Certain infectious and parasitic diseases,109
2004-12-01,Neoplasms,939
2004-12-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,15
2004-12-01,"Endocrine, nutritional and metabolic diseases",183
2004-12-01,Mental and behavioural disorders,56
2004-12-01,Diseases of the nervous system,98
2004-12-01,Diseases of the circulatory system,1290
2004-12-01,Diseases of the respiratory system,303
2004-12-01,Diseases of the digestive system,99
2004-12-01,Diseases of the skin and subcutaneous tissue,3
2004-12-01,Diseases of the musculoskeletal system and connective tissue,19
2004-12-01,Diseases of the genitourinary system,87
2004-12-01,"Pregnancy, childbirth and the puerperium",4
2004-12-01,Certain conditions originating in the perinatal period,26
2004-12-01,"Congenital malformations, deformations and chromosomal abnormalities",17
2004-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",34
2004-12-01,External causes of morbidity and mortality,270
2005-01-01,Certain infectious and parasitic diseases,110
2005-01-01,Neoplasms,1018
2005-01-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,21
2005-01-01,"Endocrine, nutritional and metabolic diseases",197
2005-01-01,Mental and behavioural disorders,63
2005-01-01,Diseases of the nervous system,121
2005-01-01,Diseases of the circulatory system,1451
2005-01-01,Diseases of the respiratory system,377
2005-01-01,Diseases of the digestive system,123
2005-01-01,Diseases of the skin and subcutaneous tissue,10
2005-01-01,Diseases of the musculoskeletal system and connective tissue,18
2005-01-01,Diseases of the genitourinary system,105
2005-01-01,"Pregnancy, childbirth and the puerperium",3
2005-01-01,Certain conditions originating in the perinatal period,52
2005-01-01,"Congenital malformations, deformations and chromosomal abnormalities",26
2005-01-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",34
2005-01-01,External causes of morbidity and mortality,261
2005-02-01,Certain infectious and parasitic diseases,105
2005-02-01,Neoplasms,979
2005-02-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,16
2005-02-01,"Endocrine, nutritional and metabolic diseases",176
2005-02-01,Mental and behavioural disorders,45
2005-02-01,Diseases of the nervous system,108
2005-02-01,Diseases of the circulatory system,1266
2005-02-01,Diseases of the respiratory system,314
2005-02-01,Diseases of the digestive system,113
2005-02-01,Diseases of the skin and subcutaneous tissue,5
2005-02-01,Diseases of the musculoskeletal system and connective tissue,23
2005-02-01,Diseases of the genitourinary system,90
2005-02-01,"Pregnancy, childbirth and the puerperium",3
2005-02-01,Certain conditions originating in the perinatal period,36
2005-02-01,"Congenital malformations, deformations and chromosomal abnormalities",26
2005-02-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",34
2005-02-01,External causes of morbidity and mortality,234
2005-03-01,Certain infectious and parasitic diseases,112
2005-03-01,Neoplasms,958
2005-03-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,13
2005-03-01,"Endocrine, nutritional and metabolic diseases",199
2005-03-01,Mental and behavioural disorders,65
2005-03-01,Diseases of the nervous system,115
2005-03-01,Diseases of the ear and mastoid process,1
2005-03-01,Diseases of the circulatory system,1437
2005-03-01,Diseases of the respiratory system,387
2005-03-01,Diseases of the digestive system,127
2005-03-01,Diseases of the skin and subcutaneous tissue,9
2005-03-01,Diseases of the musculoskeletal system and connective tissue,31
2005-03-01,Diseases of the genitourinary system,99
2005-03-01,"Pregnancy, childbirth and the puerperium",4
2005-03-01,Certain conditions originating in the perinatal period,41
2005-03-01,"Congenital malformations, deformations and chromosomal abnormalities",23
2005-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",34
2005-03-01,External causes of morbidity and mortality,291
2005-04-01,Certain infectious and parasitic diseases,104
2005-04-01,Neoplasms,920
2005-04-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,19
2005-04-01,"Endocrine, nutritional and metabolic diseases",169
2005-04-01,Mental and behavioural disorders,52
2005-04-01,Diseases of the nervous system,121
2005-04-01,Diseases of the circulatory system,1270
2005-04-01,Diseases of the respiratory system,302
2005-04-01,Diseases of the digestive system,122
2005-04-01,Diseases of the skin and subcutaneous tissue,5
2005-04-01,Diseases of the musculoskeletal system and connective tissue,20
2005-04-01,Diseases of the genitourinary system,79
2005-04-01,"Pregnancy, childbirth and the puerperium",3
2005-04-01,Certain conditions originating in the perinatal period,38
2005-04-01,"Congenital malformations, deformations and chromosomal abnormalities",34
2005-04-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",29
2005-04-01,External causes of morbidity and mortality,264
2005-05-01,Certain infectious and parasitic diseases,89
2005-05-01,Neoplasms,998
2005-05-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,12
2005-05-01,"Endocrine, nutritional and metabolic diseases",157
2005-05-01,Mental and behavioural disorders,53
2005-05-01,Diseases of the nervous system,95
2005-05-01,Diseases of the circulatory system,1262
2005-05-01,Diseases of the respiratory system,287
2005-05-01,Diseases of the digestive system,113
2005-05-01,Diseases of the skin and subcutaneous tissue,8
2005-05-01,Diseases of the musculoskeletal system and connective tissue,22
2005-05-01,Diseases of the genitourinary system,85
2005-05-01,"Pregnancy, childbirth and the puerperium",1
2005-05-01,Certain conditions originating in the perinatal period,35
2005-05-01,"Congenital malformations, deformations and chromosomal abnormalities",21
2005-05-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",28
2005-05-01,External causes of morbidity and mortality,283
2005-06-01,Certain infectious and parasitic diseases,97
